nom;code_postal;longitude;latitude
marigny-en-orxois;2810;716076;6885594
marizy-ste-geneviève;2470;714583;6897824
marizy-st-mard;2470;716041;6897828
marle;2250;755549;6959271
marly-gomont;2120;757521;6978213
martigny;2500;781296;6975164
martigny-courpierre;2860;749296;6931392
mauregny-en-haye;2820;757939;6937037
mayot;2800;727430;6955727
mennessis;2700;719490;6955694
menneville;2190;772578;6924964
mennevret;2630;739484;6986965
mercin-et-vaux;2200;720338;6920090
merlieux-et-fouquerolles;2000;736219;6935745
merval;2160;750874;6916942
mesbrecourt-richecourt;2270;739701;6955799
mesnil-st-laurent;2720;725200;6970186
meurival;2160;755961;6916989
mézières-sur-oise;2240;728834;6963525
mézy-moulins;2650;736536;6885687
missy-aux-bois;2200;718176;6914520
missy-lès-pierrepont;2350;757826;6948164
missy-sur-aisne;2880;731233;6920139
molain;2110;737301;6991404
molinchart;2000;738355;6941323
monampteuil;2000;741322;6931329
monceau-lès-leups;2270;734669;6952428
monceau-le-waast;2840;750608;6946982
monceau-sur-oise;2120;750331;6978145
mondrepuis;2500;776828;6986235
monnes;2470;716051;6894491
montaigu;2820;760111;6937059
montbavin;2000;737660;6936867
montbrehain;2110;725131;6985770
montchâlons;2860;752879;6935875
mont-d'origny;2390;734560;6970235
montfaucon;2540;732958;6872320
montgobert;2600;710912;6911164
montgru-st-hilaire;2210;724062;6897856
monthenault;2860;748571;6931386
monthiers;2400;721909;6888949
monthurel;2330;740228;6880151
montigny-en-arrouaise;2110;734513;6978027
montigny-l'allier;2810;707300;6891137
montigny-le-franc;2250;766435;6953822
montigny-lengrain;2290;707265;6918946
montigny-lès-condé;2330;741723;6875713
montigny-sous-marle;2250;757691;6961518
montigny-sur-crécy;2270;741850;6958040
montlevon;2330;738803;6874580
montloué;2340;777281;6952846
mont-notre-dame;2220;742194;6911309
montreuil-aux-lions;2310;714628;6880029
mont-st-jean;2360;786484;6965222
mont-st-martin;2220;745849;6909112
mont-st-père;2400;735074;6885678
morcourt;2100;723022;6974629
morgny-en-thiérache;2360;777130;6963974
morsain;2290;713056;6927857
mortiers;2270;748382;6953640
moulins;2160;749353;6924717
moussy-verneuil;2160;745725;6924686
moó-de-l'aisne;2610;726682;6961288
muret-et-crouttes;2210;730566;6909010
muscourt;2160;754487;6919200
nampcelles-la-cour;2140;772070;6965021
nampteuil-sous-muret;2200;730554;6911235
nanteuil-la-fosse;2880;732654;6925710
nanteuil-notre-dame;2210;729155;6900104
nauroy;2420;717958;6983516
nesles-la-montagne;2400;730720;6880092
neufchâtel-sur-aisne;2190;774740;6926104
neuflieux;2300;712295;6944546
neuilly-st-front;2470;719691;6896727
neuve-maison;2500;774015;6981744
la neuville-bosmont;2250;761332;6958217
la neuville-en-beine;2300;710832;6953445
la neuville-housset;2250;751891;6964801
la neuville-lès-dorengt;2450;748826;6985925
neuville-st-amand;2100;723765;6969067
neuville-sur-ailette;2860;750756;6930292
neuville-sur-margival;2880;729015;6927915
neuvillette;2390;733827;6972457
nizy-le-comte;2150;775984;6941699
nogentel;2400;729257;6880085
nogent-l'artaud;2310;723428;6874497
noircourt;2340;779448;6952876
noroy-sur-ourcq;2600;716035;6900053
le nouvion-en-thiérache;2170;755951;6991558
nouvion-et-catillon;2270;734648;6955766
nouvion-le-comte;2800;733940;6953536
nouvion-le-vineux;2860;744929;6933581
nouvron-vingré;2290;714513;6925635
noyales;2120;739546;6978060
noyant-et-aconin;2200;723993;6914541
oeuilly;2160;749392;6920267
ohis;2500;773296;6981735
oigny-en-valois;2600;709472;6902263
oisy;2450;748061;6991485
ollezy;2480;709380;6957894
omissy;2100;723018;6975742
orainville;2190;774087;6920532
orgeval;2860;750706;6935855
origny-en-thiérache;2550;773339;6978396
origny-ste-benoite;2390;736000;6970244
osly-courtil;2290;715973;6922301
ostel;2370;741362;6925766
oulches-la-vallée-foulon;2160;754423;6925875
oulchy-la-ville;2210;725501;6902311
oulchy-le-château;2210;725511;6900087
paars;2220;743623;6914657
paissy;2160;750805;6924729
pancy-courtecon;2860;747130;6930261
papleux;2260;763125;6991633
parfondeval;2360;784404;6959625
parfondru;2840;752145;6936981
pargnan;2160;750825;6922504
pargny-filain;2000;738429;6930196
pargny-la-dhuys;2330;740282;6872366
pargny-les-bois;2270;744737;6958062
parpeville;2240;739647;6963590
pasly;2200;721782;6922320
passy-en-valois;2470;714586;6896712
passy-sur-marne;2850;741651;6885721
pavant;2310;720507;6872262
perles;2160;747268;6913573
pernant;2200;716706;6920078
pierremande;2300;718092;6941223
pierrepont;2350;756358;6950375
pignicourt;2190;774755;6924992
pinon;2320;732622;6931273
pisseleux;2600;705827;6903370
pithon;2480;707211;6961230
pleine-selve;2240;737477;6964688
le plessier-huleu;2210;725496;6903424
ploisy;2200;721812;6914533
plomion;2140;773483;6967265
pommiers;2200;719604;6922312
pont-à-bucy;2270;734662;6953540
pont-arcy;2160;745034;6920231
pontavert;2160;759514;6924813
pontru;2490;715818;6977944
pontruet;2490;716537;6977946
pont-st-mard;2380;720290;6933441
pouilly-sur-serre;2270;741883;6953589
prémont;2110;727269;6989120
prémontré;2320;728958;6939042
presles-et-boves;2370;739934;6922418
presles-et-thierny;2860;744911;6935807
priez;2470;719706;6892278
prisces;2140;762702;6964910
proisy;2120;752488;6978165
proix;2120;740984;6978070
prouvais;2190;771057;6930508
proviseux-et-plesnoy;2190;772507;6930526
puiseux-en-retz;2600;709457;6911162
puisieux-et-clanlieu;2120;748222;6972561
quessy;2700;721668;6952363
quierzy;2300;709407;6941202
quincy-basse;2380;727526;6935697
quincy-sous-le-mont;2220;740011;6911293
raillimont;2360;782994;6957378
ramicourt;2110;723704;6983538
regny;2240;730246;6969097
remaucourt;2100;723728;6977972
remies;2270;738273;6953563
remigny;2440;720204;6957923
renansart;2240;732470;6957979
renneval;2340;775748;6959503
résigny;2360;786568;6959657
ressons-le-long;2290;710895;6920064
retheuil;2600;701454;6913379
reuilly-sauvigny;2850;740189;6885711
révillon;2160;750854;6919167
ribeauville;2110;741581;6994774
ribemont;2240;733860;6966891
rocourt-st-martin;2210;727724;6894536
rocquigny;2260;770284;6992831
rogécourt;2800;730359;6947951
rogny;2140;759110;6963759
romeny-sur-marne;2310;724155;6875613
romery;2120;752488;6978165
ronchères;2130;743775;6894635
roucy;2160;759572;6919251
rougeries;2140;757634;6967083
roupy;2590;712962;6969032
rouvroy;2100;723031;6972403
rouvroy-sur-serre;2360;784421;6958512
royaucourt-et-chailvet;2000;738392;6935759
rozet-st-albin;2210;721866;6900072
rozières-sur-crise;2200;725447;6914548
rozoy-bellevalle;2540;732977;6868984
grand-rozoy;2210;727682;6903434
rozoy-sur-serre;2360;781535;6958470
saconin-et-breuil;2200;718162;6918970
sains-richaumont;2120;750410;6969240
st-agnan;2330;743885;6880177
st-algis;2260;758983;6976002
st-aubin;2300;713039;6935645
st-bandry;2290;712350;6918955
st-christophe-à-berry;2290;709435;6924512
st-clément;2360;777130;6963974
ste-croix;2820;756545;6931459
st-erme-outre-et-ramecourt;2820;761572;6935962
st-eugène;2330;738765;6880141
st-gengoulph;2810;716060;6891155
st-gobain;2410;727483;6944598
st-gobert;2140;759075;6967097
st-martin-rivière;2110;737996;6994749
st-michel;2830;781216;6980729
st-nicolas-aux-bois;2410;730376;6944613
st-paul-aux-bois;2300;714485;6936761
st-pierre-aigle;2600;713089;6913394
st-pierremont;2250;763497;6958241
ste-preuve;2350;766512;6947145
st-quentin;2100;720152;6972392
st-rémy-blanzy;2210;721854;6903409
st-simon;2640;712259;6961239
st-thibaut;2220;745104;6911331
st-thomas;2820;759422;6933714
samoussy;2840;752818;6942551
sancy-les-cheminots;2880;734105;6925718
saponay;2130;734973;6902361
le sart;2450;752334;6994863
saulchery;2310;721959;6875604
savy;2590;712968;6966805
seboncourt;2110;734479;6983593
selens;2300;714493;6933423
la selve;2150;772366;6941652
septmonts;2200;725447;6914548
septvaux;2410;727500;6941260
sequehart;2420;723718;6980198
serain;2110;726541;6991343
seraucourt-le-grand;2790;715855;6964587
serches;2220;732705;6916810
sergy;2130;741563;6897956
seringes-et-nesles;2130;738631;6900160
sermoise;2220;732692;6919034
serval;2160;749420;6916929
servais;2700;725304;6946814
séry-lès-mézières;2240;730276;6963532
silly-la-poterie;2460;710933;6900041
sinceny;2300;718081;6944561
sissonne;2150;765130;6941565
sissy;2240;730979;6966875
soissons;2200;723974;6918991
soize;2340;777957;6956194
sommelans;2470;721896;6892286
sommeron;2260;768239;6983899
sommette-eaucourt;2480;708657;6959006
sons-et-ronchères;2270;748316;6961431
sorbais;2580;764686;6980517
soucy;2600;709453;6913387
soupir;2160;743547;6924669
le sourd;2140;753958;6974839
surfontaine;2240;732464;6959092
suzy;2320;734026;6939070
taillefontaine;2600;702181;6913379
tannières;2220;740027;6909069
tartiers;2290;716690;6925641
tavaux-et-pontséricourt;2250;766370;6959386
tergnier;2700;721676;6950138
terny-sorny;2880;726838;6927905
thenailles;2140;768413;6969428
thenelles;2390;733847;6969118
thiernu;2250;757691;6961518
torcy-en-valois;2810;719725;6886717
toulis-et-attencourt;2250;752715;6953679
travecy;2800;725274;6953491
trefcon;2490;707194;6974587
trosly-loire;2300;716661;6935655
trucy;2860;744955;6930244
tugny-et-pont;2640;710817;6961236
tupigny;2120;743099;6983652
ugny-le-gay;2300;712278;6952335
urcel;2000;739856;6933544
urvillers;2690;723063;6964611
vadencourt;2120;741679;6981415
vailly-sur-aisne;2370;737741;6924628
la vallée-au-blé;2140;756116;6974860
la vallée-mulâtre;2110;740888;6991429
variscourt;2190;771126;6924945
vassens;2290;710876;6930077
vasseny;2220;734885;6916822
vassogne;2160;752982;6924749
vaucelles-et-beffecourt;2000;739833;6936882
vaudesson;2320;734804;6930173
vauxaillon;2320;728998;6931253
vaux-andigny;2110;737301;6991404
vauxbuin;2200;721795;6918983
vauxcéré;2160;745787;6916899
vaux-en-vermandois;2590;710802;6969027
vauxtin;2220;743606;6916882
vendelles;2490;709343;6980156
vendeuil;2800;725255;6957943
vendhuile;2420;715781;6991303
vendières;2540;733009;6863424
vendresse-beaulne;2160;748618;6925823
vénérolles;2510;745236;6985895
venizel;2200;727607;6919008
verdilly;2400;730690;6885653
le verguier;2490;712216;6981275
grand-verly;2120;741679;6981415
petit-verly;2630;739492;6985852
vermand;2490;710791;6974593
verneuil-sous-coucy;2380;723175;6936790
verneuil-sur-serre;2000;748410;6950302
versigny;2800;731069;6950181
vervins;2140;764800;6970499
vesles-et-caumont;2350;756336;6952600
veslud;2840;752869;6936987
veuilly-la-poterie;2810;716072;6886706
vézaponin;2290;716677;6930091
vézilly;2130;751042;6898032
vic-sur-aisne;2290;708712;6922286
vichel-nanteuil;2210;720417;6897842
viel-arcy;2160;745034;6920231
viels-maisons;2540;729324;6866740
vierzy;2210;720377;6908965
viffort;2540;732946;6874544
vigneux-hocquet;2340;770698;6959438
villemontoire;2210;724007;6911204
villeneuve-st-germain;2200;725422;6920110
villeneuve-sur-fère;2130;734271;6897908
villequier-aumont;2300;714451;6950115
villeret;2420;712929;6983503
villers-agron-aiguizy;2130;751071;6894695
villers-cotterêts;2600;705825;6905595
villers-en-prayères;2160;748665;6920260
villers-hélon;2600;719653;6907850
villers-le-sec;2240;736036;6964679
villers-lès-guise;2120;748893;6978132
villers-st-christophe;2590;707207;6964569
villers-sur-fère;2130;738646;6897935
ville-savoye;2220;745831;6911337
vincy-reuil-et-magny;2340;775763;6958390
viry-noureuil;2300;718071;6947899
vivaise;2870;741209;6946907
vivières;2600;707274;6911159
voharies;2140;757657;6964857
vorges;2860;747084;6935824
vouël;2700;720231;6950132
voulpaix;2140;759760;6970444
voyenne;2250;751952;6958124
vregny;2880;730483;6924585
vuillery;2880;727574;6925683
wassigny;2630;743040;6991445
watigny;2830;786281;6978578
wiège-faty;2120;752509;6975938
wimy;2500;771859;6981717
wissignicourt;2320;731142;6936828
abrest;3200;733218;6555669
agonges;3210;711482;6611116
ainay-le-château;3360;677085;6624476
andelaroche;3120;757780;6572511
archignat;3380;655422;6586837
arpheuilles-st-priest;3420;675337;6570065
arronnes;3250;744057;6552406
aubigny;3460;712994;6620004
audes;3190;666993;6594537
aurouër;3460;722930;6620033
autry-issards;3210;709960;6605561
avermes;3000;722973;6608928
avrilly;3130;775388;6581588
bagneux;3460;715295;6616677
barberier;3140;719270;6568935
barrais-bussolles;3120;756208;6575827
bayet;3500;720801;6572272
beaulon;3230;751287;6611323
beaune-d'allier;3390;690760;6575575
bègues;3800;711581;6558921
bellenaves;3330;706168;6566687
bellerive-sur-allier;3700;730889;6557878
bert;3130;753859;6580248
bessay-sur-allier;3340;728411;6592292
besson;3210;720717;6596703
bézenet;3170;688460;6581131
billezois;3120;743937;6569063
billy;3260;733139;6570105
biozat;3800;720869;6552283
bizeneuille;3170;679255;6588929
blomard;3390;698460;6575568
boucé;3150;736932;6580122
le bouchaud;3130;767733;6578166
bourbon-l'archambault;3160;703828;6608885
braize;3360;673242;6618939
bransat;3500;716924;6581144
bresnay;3210;719189;6594477
bressolles;3000;724531;6602270
le brethon;3350;678554;6607811
le breuil;3120;750911;6564675
broût-vernet;3110;721599;6564501
brugheas;3700;728593;6553424
busset;3270;740192;6552379
buxières-les-mines;3440;697698;6596668
cérilly;3350;686991;6613340
cesset;3500;716933;6577812
chambérat;3370;655455;6591279
chamblet;3170;676921;6581164
chantelle;3140;711560;6570026
chapeau;3340;739893;6597910
la chapelaude;3380;661599;6591237
la chapelle;3300;744805;6555743
la chapelle-aux-chasses;3230;740518;6619015
chareil-cintrat;3140;716942;6574481
charmeil;3110;730861;6563430
charmes;3800;719320;6553388
chassenard;3510;775222;6594914
château-sur-allier;3320;702289;6629986
châtel-de-neuvre;3500;724585;6588944
châtel-montagne;3250;752511;6558026
châtelperron;3220;749957;6586879
châtillon;3210;709975;6596676
chavenon;3440;696159;6591116
chavroches;3220;746139;6583517
chazemais;3370;663942;6597886
chemilly;3210;724549;6597828
chevagnes;3230;742086;6613473
chezelle;3140;709250;6568912
chézy;3230;735964;6613433
chirat-l'eglise;3330;703852;6572237
chouvigny;3450;700000;6558910
cindré;3220;743857;6580168
cognat-lyonne;3110;723175;6555622
colombier;3600;684597;6574477
commentry;3600;680750;6575598
contigny;3500;723061;6585606
cosne-d'allier;3430;686955;6596682
coulandon;3000;719154;6605583
coulanges;3470;766743;6598146
couleuvre;3320;693883;6618882
courçais;3370;656263;6596826
coutansouze;3330;702312;6568905
couzon;3160;709177;6616665
créchy;3150;732345;6574543
cressanges;3240;713049;6594461
creuzier-le-neuf;3300;733169;6564553
creuzier-le-vieux;3300;733175;6563442
cusset;3300;736288;6559018
deneuille-les-mines;3170;683088;6585586
désertines;3630;670777;6583412
deux-chaises;3240;702305;6586673
diou;3290;757484;6603604
domérat;3410;663856;6583449
dompierre-sur-besbre;3290;752129;6602445
le donjon;3130;761519;6583653
doyet;3170;684614;6581140
droiturier;3120;755489;6570268
durdat-larequille;3310;676887;6572280
ebreuil;3450;706177;6557803
echassières;3330;694600;6564465
escurolles;3110;720846;6558946
espinasse-vozelle;3110;724707;6558960
estivareilles;3190;670815;6591185
etroussat;3140;716958;6568928
ferrières-sur-sichon;3250;748739;6546889
la ferté-hauterive;3340;725353;6588947
fleuriel;3140;713089;6575582
fourilles;3140;715413;6570035
franchesse;3160;702295;6614437
gannat;3800;715450;6555598
gannay-sur-loire;3230;747346;6625729
garnat-sur-engièvre;3230;749728;6614642
gipcy;3210;705368;6600002
givarlais;3190;673134;6594506
gouise;3340;733024;6591205
la guillermie;3250;750323;6542459
hauterive;3270;734776;6553456
hérisson;3190;678534;6602259
huriel;3380;660026;6585694
hyds;3600;686910;6575582
isle-et-bardais;3360;684712;6620009
isserpent;3120;747852;6561319
jenzat;3800;715430;6563372
laféline;3500;713073;6583355
lalizolle;3450;700000;6561131
lamaids;3380;656126;6577947
langy;3150;736196;6574565
lapalisse;3120;748535;6572430
laprugne;3250;758064;6542528
lavault-ste-anne;3310;669222;6580088
lavoine;3250;754203;6541382
lenax;3130;761575;6578101
liernolles;3130;759180;6586962
lignerolles;3410;666890;6575658
limoise;3320;703821;6619991
loddes;3130;759288;6575857
loriges;3500;726949;6575627
louchy-montfand;3500;719235;6580040
louroux-bourbonnais;3350;688502;6603342
louroux-de-beaune;3600;689993;6577797
louroux-de-bouble;3330;698458;6568905
louroux-hodement;3190;678515;6596706
luneau;3130;773027;6586002
lurcy-lévis;3320;694653;6624435
lusigny;3230;736743;6611217
magnet;3260;738541;6569027
maillet;3190;673148;6597838
malicorne;3600;683066;6577812
marcenat;3260;738534;6570137
marcillat-en-combraille;3420;671453;6563419
marigny;3210;715315;6608903
mariol;3270;738682;6546817
le mayet-d'ecole;3800;717745;6563378
le mayet-de-montagne;3250;751786;6552467
mazerier;3800;713897;6558926
mazirat;3420;663777;6570123
meaulne;3360;670911;6611175
meillard;3500;717670;6588920
meillers;3210;706135;6600003
mercy;3340;739914;6594578
mesples;3370;650088;6592431
molinet;3510;771359;6597088
molles;3300;744033;6555737
monestier;3140;709244;6572243
monétay-sur-allier;3500;723057;6586717
monétay-sur-loire;3470;762965;6592553
